lat,lon,amenity
13.050008,5.246223,hospital
13.050887,5.246248,hospital
8.990115,7.503842,pharmacy
12.82222,5.134384,doctors
9.044023,7.463666,pharmacy
10.837509,7.576651,hospital
13.711129,4.964913,pharmacy
13.142707,5.372185,pharmacy
13.246894,5.275217,clinic
12.569888,4.415069,clinic
12.391744,4.754663,clinic
12.954386,5.382182,clinic
11.868392,6.000215,doctors
6.803475,3.904402,hospital
12.978397,7.640678,pharmacy
6.596936,3.354267,pharmacy
11.825173,13.182672,hospital
12.979731,7.611403,hospital
10.45005,7.458668,pharmacy
7.458453,3.871731,pharmacy
11.80602,13.183433,pharmacy
6.497809,3.19553,pharmacy
5.282264,7.713093,hospital
6.532523,9.066281,hospital
6.533141,9.063341,hospital
11.069545,11.794222,hospital
7.452088,4.04297,clinic
4.794102,6.99656,hospital
8.151324,4.251479,pharmacy
8.1431,4.246825,hospital
13.068613,5.248138,hospital
9.197331,7.627276,pharmacy
9.19549,7.627618,pharmacy
9.194035,7.627938,pharmacy
9.172175,7.681385,pharmacy
9.172697,7.681766,pharmacy
9.171694,7.682742,pharmacy
9.171273,7.682924,doctors
6.450747,3.399699,clinic
6.493868,3.389105,pharmacy
7.483022,3.905658,clinic
12.388267,8.630066,pharmacy
11.200999,8.807055,pharmacy
11.201494,8.806958,pharmacy
11.195464,8.806996,pharmacy
6.490098,3.388088,pharmacy
10.309639,11.177202,clinic
10.306768,11.174666,clinic
6.615296,3.501893,pharmacy
6.613642,3.501745,pharmacy
6.617069,3.502883,pharmacy
6.624475,3.495054,clinic
6.626773,3.483837,pharmacy
10.285846,11.160735,clinic
10.298746,11.146787,hospital
10.276641,11.287736,hospital
11.923339,13.188293,hospital
10.293347,11.181505,hospital
6.590625,3.22833,hospital
10.286061,11.184883,hospital
10.288247,11.182057,hospital
10.288522,11.080305,clinic
6.69121,3.236632,clinic
9.278297,12.458884,clinic
10.463494,7.429447,hospital
11.788707,13.130615,hospital
6.429608,3.456837,pharmacy
11.78775,13.131257,hospital
11.867364,13.250553,hospital
11.865975,13.250268,hospital
11.866905,13.246513,hospital
11.918689,13.19296,hospital
6.627043,3.35414,pharmacy
10.54309,7.433136,hospital
10.5202,7.416254,hospital
10.509943,7.427634,hospital
13.066261,5.238736,clinic
12.634702,5.070612,clinic
13.092144,10.33519,hospital
13.0967,10.333495,hospital
12.735258,5.117542,clinic
13.064168,5.242737,clinic
13.063856,5.23093,clinic
13.214387,5.49436,clinic
13.019396,5.227212,clinic
13.061052,5.229468,clinic
12.17047,4.642802,clinic
13.066164,5.225093,clinic
13.046358,5.278499,clinic
13.046601,5.25658,clinic
12.229407,4.601566,clinic
6.602402,3.621567,pharmacy
6.631928,3.535651,pharmacy
10.487737,7.420473,hospital
6.48729,3.577868,pharmacy
10.521368,7.450157,pharmacy
10.546605,7.437862,clinic
10.467788,7.413658,hospital
10.450696,7.468214,clinic
10.483951,7.424633,hospital
9.959187,6.769152,hospital
9.209019,7.16747,hospital
7.800019,3.900003,hospital
10.961733,10.347473,hospital
10.896732,9.830766,hospital
10.730271,9.607563,hospital
6.572007,3.342941,clinic
10.50218,9.900486,hospital
12.947448,5.710884,doctors
13.115339,5.408438,health_post
12.987388,5.614911,doctors
12.94118,4.727493,health_post
13.123376,5.498751,hospital
12.509754,4.960059,doctors
13.097736,5.385511,health_post
13.002139,5.261468,doctors
13.172235,5.402976,health_post
13.171948,5.334124,doctors
13.044495,5.25079,health_post
13.124107,5.31512,doctors
13.726194,5.298696,health_post
13.060237,5.342429,doctors
12.842101,5.38016,doctors
12.136405,4.817483,doctors
13.048346,5.24995,doctors
12.803791,5.354141,doctors
12.801279,4.824084,doctors
13.035146,5.24983,hospital
13.043387,5.25392,doctors
13.054553,5.247576,health_post
12.336277,5.752559,health_post
13.21812,5.306026,clinic
12.12124,4.731972,doctors
12.624624,5.492893,doctors
13.513432,5.459528,health_post
13.052222,5.216543,health_post
13.163034,4.971981,doctors
13.078472,4.833211,doctors
12.209366,4.563697,health_post
13.047152,5.250017,health_post
13.051073,5.238901,hospital
12.627791,4.98808,doctors
12.872011,5.297453,doctors
13.165672,4.871964,health_post
13.078445,5.246935,health_post
12.839672,5.785525,doctors
13.052026,5.23813,doctors
12.574204,5.309689,doctors
13.234611,4.944009,health_post
13.196324,6.447186,doctors
13.05965,5.233024,doctors
13.066387,5.225245,doctors
13.072987,5.239752,health_post
13.4493,5.273749,doctors
13.061976,5.249633,health_post
13.06737,5.2483,health_post
13.273752,4.516719,doctors
13.401724,6.371325,doctors
13.363378,4.99714,doctors
13.251123,4.935645,clinic
13.036094,5.250089,hospital
13.06735,5.256436,doctors
13.062729,5.258715,health_post
13.03789,5.251991,hospital
13.598111,6.366676,doctors
13.095566,4.802922,clinic
13.227901,5.259247,hospital
13.24818,4.870591,health_post
13.045696,5.229853,doctors
13.107225,4.882683,doctors
13.033327,5.231781,health_post
13.676704,5.56625,hospital
12.972297,5.285769,health_post
13.033308,5.246959,hospital
12.208042,4.60129,doctors
12.018141,4.662072,health_post
13.052398,5.237032,doctors
13.041314,5.233171,doctors
13.280217,4.994018,doctors
13.216057,5.26257,doctors
13.279716,5.20188,clinic
13.049263,5.23003,health_post
13.711074,4.965025,doctors
13.325416,5.046012,hospital
13.865208,5.487531,hospital
13.02962,5.244353,doctors
13.027761,5.227477,health_post
13.350224,5.234492,hospital
12.579174,4.887802,doctors
11.771014,4.80819,health_post
13.145917,5.20536,health_post
12.184605,4.784673,health_post
12.471201,4.799963,hospital
13.609825,5.073952,doctors
13.404355,5.164824,doctors
13.12479,4.90153,doctors
13.442296,5.675963,hospital
12.59307,5.546069,health_post
13.564851,4.474501,health_post
12.851137,5.143805,hospital
13.230157,4.914841,hospital
12.968426,5.199404,health_post
12.352091,5.324733,doctors
13.528511,5.863603,doctors
