WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2022-07-09,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,21,12421.0,Political violence,2136.0,11.8757,13.4349
2022-07-30,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,51,197647.0,Political violence,2136.0,11.8757,13.4349
2022-08-20,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,23,12438.0,Political violence,2136.0,11.8757,13.4349
2022-08-27,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,49,111438.0,Political violence,2136.0,11.8757,13.4349
2022-09-03,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,36,35665.0,Political violence,2136.0,11.8757,13.4349
2022-09-10,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,23,10855.0,Political violence,2136.0,11.8757,13.4349
2022-09-17,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,20,5377.0,Political violence,2136.0,11.8757,13.4349
2022-09-24,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,6,4662.0,Political violence,2136.0,11.8757,13.4349
2022-10-08,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,3,1513.0,Political violence,2136.0,11.8757,13.4349
2022-10-15,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,5,46,45104.0,Political violence,2136.0,11.8757,13.4349
2022-10-22,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,5,23,84774.0,Political violence,2136.0,11.8757,13.4349
2022-10-29,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,10,4632.0,Political violence,2136.0,11.8757,13.4349
2022-11-05,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,15,8413.0,Political violence,2136.0,11.8757,13.4349
2022-11-12,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,36,9393.0,Political violence,2136.0,11.8757,13.4349
2022-11-19,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,20,17404.0,Political violence,2136.0,11.8757,13.4349
2022-11-26,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,30,96644.0,Political violence,2136.0,11.8757,13.4349
2022-12-17,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,150,102643.0,Political violence,2136.0,11.8757,13.4349
2022-12-24,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,37,107546.0,Political violence,2136.0,11.8757,13.4349
2022-12-31,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,34,110785.0,Political violence,2136.0,11.8757,13.4349
2023-01-21,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,0,114260.0,Political violence,2136.0,11.8757,13.4349
2023-02-04,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,20,105299.0,Political violence,2136.0,11.8757,13.4349
2023-04-22,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,5,15,1123186.0,Political violence,2136.0,11.8757,13.4349
2023-06-03,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,110,94835.0,Political violence,2136.0,11.8757,13.4349
2023-06-10,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,42,18207.0,Political violence,2136.0,11.8757,13.4349
2023-06-17,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,30,110785.0,Political violence,2136.0,11.8757,13.4349
2023-06-24,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,23,5486.0,Political violence,2136.0,11.8757,13.4349
2023-07-01,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,12,5486.0,Political violence,2136.0,11.8757,13.4349
2023-07-08,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,26,5631.0,Political violence,2136.0,11.8757,13.4349
2023-07-15,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,30,49774.0,Political violence,2136.0,11.8757,13.4349
2023-07-22,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,13,11513.0,Political violence,2136.0,11.8757,13.4349
2023-08-05,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,12,6027.0,Political violence,2136.0,11.8757,13.4349
2023-08-19,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,10,21421.0,Political violence,2136.0,11.8757,13.4349
2023-08-26,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,10,18527.0,Political violence,2136.0,11.8757,13.4349
2023-09-02,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,10,5486.0,Political violence,2136.0,11.8757,13.4349
2023-09-09,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,3,4538.0,Political violence,2136.0,11.8757,13.4349
2023-09-16,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,8,5486.0,Political violence,2136.0,11.8757,13.4349
2023-09-23,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,10,13041.0,Political violence,2136.0,11.8757,13.4349
2023-10-07,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,5,17.0,Political violence,2136.0,11.8757,13.4349
2023-10-14,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,32,72433.0,Political violence,2136.0,11.8757,13.4349
2023-10-21,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,20,9972.0,Political violence,2136.0,11.8757,13.4349
2023-10-28,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,82,97576.0,Political violence,2136.0,11.8757,13.4349
2023-11-04,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,27,11851.0,Political violence,2136.0,11.8757,13.4349
2023-11-11,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,3,47307.0,Political violence,2136.0,11.8757,13.4349
2023-11-18,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,30,14183.0,Political violence,2136.0,11.8757,13.4349
2023-12-09,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,20,4010.0,Political violence,2136.0,11.8757,13.4349
2023-12-16,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,20,5486.0,Political violence,2136.0,11.8757,13.4349
2023-12-30,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,21,10288.0,Political violence,2136.0,11.8757,13.4349
2024-01-06,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,4,32,22363.0,Political violence,2136.0,11.8757,13.4349
2024-01-13,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,10,2117.0,Political violence,2136.0,11.8757,13.4349
2024-02-17,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,30,120339.0,Political violence,2136.0,11.8757,13.4349
2024-03-16,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,20,3417.0,Political violence,2136.0,11.8757,13.4349
2024-03-23,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,10,24189.0,Political violence,2136.0,11.8757,13.4349
2024-04-06,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,22,137406.0,Political violence,2136.0,11.8757,13.4349
2024-04-13,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,42,5226.0,Political violence,2136.0,11.8757,13.4349
2024-04-20,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,40,12040.0,Political violence,2136.0,11.8757,13.4349
2024-04-27,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,10,17620.0,Political violence,2136.0,11.8757,13.4349
2024-05-25,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,3,10288.0,Political violence,2136.0,11.8757,13.4349
2024-06-01,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,146,5602.0,Political violence,2136.0,11.8757,13.4349
2024-06-08,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,0,4558.0,Political violence,2136.0,11.8757,13.4349
2024-06-29,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,3,17620.0,Political violence,2136.0,11.8757,13.4349
2024-07-27,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,10,93556.0,Political violence,2136.0,11.8757,13.4349
2024-08-10,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,40,5602.0,Political violence,2136.0,11.8757,13.4349
2024-08-24,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,20,10288.0,Political violence,2136.0,11.8757,13.4349
2024-10-05,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,20,5602.0,Political violence,2136.0,11.8757,13.4349
2024-10-19,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,20,3309.0,Political violence,2136.0,11.8757,13.4349
2024-11-02,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,70,5602.0,Political violence,2136.0,11.8757,13.4349
2024-11-09,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,12,1947.0,Political violence,2136.0,11.8757,13.4349
2024-11-23,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,10,1050.0,Political violence,2136.0,11.8757,13.4349
2024-12-14,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,22,27838.0,Political violence,2136.0,11.8757,13.4349
2024-12-21,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,32,27740.0,Political violence,2136.0,11.8757,13.4349
2024-12-28,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,10,,Political violence,2136.0,11.8757,13.4349
2025-01-04,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,10,170864.0,Political violence,2136.0,11.8757,13.4349
2025-01-25,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,20,26123.0,Political violence,2136.0,11.8757,13.4349
2025-03-08,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,10,5719.0,Political violence,2136.0,11.8757,13.4349
2025-03-15,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,8,82,126382.0,Political violence,2136.0,11.8757,13.4349
2025-03-22,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,30,18090.0,Political violence,2136.0,11.8757,13.4349
2025-04-12,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,23,23266.0,Political violence,2136.0,11.8757,13.4349
2025-05-03,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,20,4336.0,Political violence,2136.0,11.8757,13.4349
2025-05-10,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,12,1655.0,Political violence,2136.0,11.8757,13.4349
2025-05-31,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,20,1672.0,Political violence,2136.0,11.8757,13.4349
2025-06-07,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,30,12385.0,Political violence,2136.0,11.8757,13.4349
2025-06-14,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,12,1655.0,Political violence,2136.0,11.8757,13.4349
2025-07-05,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,20,12661.0,Political violence,2136.0,11.8757,13.4349
2025-07-26,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,10,264.0,Political violence,2136.0,11.8757,13.4349
2025-08-23,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,35,7801.0,Political violence,2136.0,11.8757,13.4349
2025-08-30,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,15,3370.0,Political violence,2136.0,11.8757,13.4349
2025-09-06,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,10,4378.0,Political violence,2136.0,11.8757,13.4349
2025-09-13,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,4,85,47525.0,Political violence,2136.0,11.8757,13.4349
2025-11-08,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,6,29375.0,Political violence,2136.0,11.8757,13.4349
2025-11-15,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,20,1391.0,Political violence,2136.0,11.8757,13.4349
2025-11-29,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,20,,Political violence,2136.0,11.8757,13.4349
2025-12-13,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,4,12,274956.0,Political violence,2136.0,11.8757,13.4349
2025-12-27,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,42,870075.0,Political violence,2136.0,11.8757,13.4349
2026-01-03,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,3,46138.0,Political violence,2136.0,11.8757,13.4349
2026-01-10,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,3,1736.0,Political violence,2136.0,11.8757,13.4349
2026-01-17,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,3,10,28143.0,Political violence,2136.0,11.8757,13.4349
2026-01-31,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,10,6244.0,Political violence,2136.0,11.8757,13.4349
2026-02-28,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,1,50,2740.0,Political violence,2136.0,11.8757,13.4349
2026-03-07,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,50,3442.0,Political violence,2136.0,11.8757,13.4349
2026-03-14,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,30,22555.0,Political violence,2136.0,11.8757,13.4349
2026-03-21,Western Africa,Nigeria,Borno,Explosions/Remote violence,Air/drone strike,2,20,,Political violence,2136.0,11.8757,13.4349
2012-11-03,Western Africa,Nigeria,Borno,Explosions/Remote violence,Grenade,1,5,,Political violence,2136.0,11.8757,13.4349
2014-01-11,Western Africa,Nigeria,Borno,Explosions/Remote violence,Grenade,1,6,,Political violence,2136.0,11.8757,13.4349
2022-11-19,Western Africa,Nigeria,Borno,Explosions/Remote violence,Grenade,1,3,26105.0,Political violence,2136.0,11.8757,13.4349
2011-03-26,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2011-04-09,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,3,1,,Political violence,2136.0,11.8757,13.4349
2011-04-16,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,3,,Political violence,2136.0,11.8757,13.4349
2011-04-23,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,3,3,,Political violence,2136.0,11.8757,13.4349
2011-05-07,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,,Political violence,2136.0,11.8757,13.4349
2011-05-14,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2011-05-21,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,13,,Political violence,2136.0,11.8757,13.4349
2011-05-28,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,3,0,,Political violence,2136.0,11.8757,13.4349
2011-06-04,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,3,5,,Political violence,2136.0,11.8757,13.4349
2011-06-11,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,10,,Political violence,2136.0,11.8757,13.4349
2011-06-25,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,27,,Political violence,2136.0,11.8757,13.4349
2011-07-02,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,10,,Political violence,2136.0,11.8757,13.4349
2011-07-09,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2011-07-23,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,23,,Political violence,2136.0,11.8757,13.4349
2011-07-30,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2011-09-03,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,,Political violence,2136.0,11.8757,13.4349
2011-10-08,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2011-10-29,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2011-11-12,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,3,0,,Political violence,2136.0,11.8757,13.4349
2011-12-10,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2011-12-24,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,4,,Political violence,2136.0,11.8757,13.4349
2011-12-31,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2012-01-28,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,6,,Political violence,2136.0,11.8757,13.4349
2012-02-04,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,4,,Political violence,2136.0,11.8757,13.4349
2012-02-25,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,3,,Political violence,2136.0,11.8757,13.4349
2012-03-17,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,,Political violence,2136.0,11.8757,13.4349
2012-05-05,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,3,,Political violence,2136.0,11.8757,13.4349
2012-05-19,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2012-06-16,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,3,,Political violence,2136.0,11.8757,13.4349
2012-08-04,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2012-09-29,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,,Political violence,2136.0,11.8757,13.4349
2012-10-06,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,,Political violence,2136.0,11.8757,13.4349
2012-10-13,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2012-11-10,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,,Political violence,2136.0,11.8757,13.4349
2012-12-01,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2013-02-09,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,,Political violence,2136.0,11.8757,13.4349
2013-02-16,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,4,,Political violence,2136.0,11.8757,13.4349
2013-02-23,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,6,,Political violence,2136.0,11.8757,13.4349
2013-03-02,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2013-03-09,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2013-03-16,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,7,,Political violence,2136.0,11.8757,13.4349
2013-05-11,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,,Political violence,2136.0,11.8757,13.4349
2013-06-08,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,,Political violence,2136.0,11.8757,13.4349
2013-11-30,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,31,,Political violence,2136.0,11.8757,13.4349
2014-01-11,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,30,,Political violence,2136.0,11.8757,13.4349
2014-03-01,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,35,,Political violence,2136.0,11.8757,13.4349
2014-03-15,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,32,,Political violence,2136.0,11.8757,13.4349
2014-06-28,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,56,,Political violence,2136.0,11.8757,13.4349
2014-07-12,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2136.0,11.8757,13.4349
2015-04-18,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,4,52063.0,Political violence,2136.0,11.8757,13.4349
2015-05-30,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,18,561789.0,Political violence,2136.0,11.8757,13.4349
2015-06-06,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,3,16,34420.0,Political violence,2136.0,11.8757,13.4349
2015-06-13,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,71,81016.0,Political violence,2136.0,11.8757,13.4349
2015-08-08,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,47,6879.0,Political violence,2136.0,11.8757,13.4349
2015-08-15,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,37712.0,Political violence,2136.0,11.8757,13.4349
2015-09-26,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,14,561789.0,Political violence,2136.0,11.8757,13.4349
2015-10-03,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,10,561789.0,Political violence,2136.0,11.8757,13.4349
2016-01-30,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,5,19206.0,Political violence,2136.0,11.8757,13.4349
2016-02-06,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,4727.0,Political violence,2136.0,11.8757,13.4349
2016-05-28,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,5,104538.0,Political violence,2136.0,11.8757,13.4349
2016-10-08,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,10,1090106.0,Political violence,2136.0,11.8757,13.4349
2016-11-05,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,93929.0,Political violence,2136.0,11.8757,13.4349
2016-12-10,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,11,69505.0,Political violence,2136.0,11.8757,13.4349
2017-01-07,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,4,61899.0,Political violence,2136.0,11.8757,13.4349
2017-03-25,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,39909.0,Political violence,2136.0,11.8757,13.4349
2017-04-15,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,3,78012.0,Political violence,2136.0,11.8757,13.4349
2017-06-17,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,3,33844.0,Political violence,2136.0,11.8757,13.4349
2017-06-24,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,4,5038.0,Political violence,2136.0,11.8757,13.4349
2017-07-15,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,12,1068887.0,Political violence,2136.0,11.8757,13.4349
2017-08-19,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,4,122978.0,Political violence,2136.0,11.8757,13.4349
2017-09-23,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,39909.0,Political violence,2136.0,11.8757,13.4349
2017-12-09,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,61899.0,Political violence,2136.0,11.8757,13.4349
2018-02-24,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,81456.0,Political violence,2136.0,11.8757,13.4349
2018-03-03,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,4,40030.0,Political violence,2136.0,11.8757,13.4349
2018-04-21,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,3,4321.0,Political violence,2136.0,11.8757,13.4349
2018-05-26,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,5,81456.0,Political violence,2136.0,11.8757,13.4349
2018-10-13,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,2,12,47232.0,Political violence,2136.0,11.8757,13.4349
2018-11-03,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,16020.0,Political violence,2136.0,11.8757,13.4349
2018-12-08,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,74859.0,Political violence,2136.0,11.8757,13.4349
2018-12-29,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,5,4353.0,Political violence,2136.0,11.8757,13.4349
2019-01-05,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,5074.0,Political violence,2136.0,11.8757,13.4349
2019-02-02,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,3,5074.0,Political violence,2136.0,11.8757,13.4349
2019-03-02,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,5,22523.0,Political violence,2136.0,11.8757,13.4349
2019-03-16,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,8,19292.0,Political violence,2136.0,11.8757,13.4349
2019-05-11,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,3,348.0,Political violence,2136.0,11.8757,13.4349
2019-09-21,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,7,95506.0,Political violence,2136.0,11.8757,13.4349
2019-12-07,Western Africa,Nigeria,Borno,Explosions/Remote violence,Remote explosive/landmine/IED,1,3,5074.0,Political violence,2136.0,11.8757,13.4349
