WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2021-04-17,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,4,111799.0,Political violence,2149.0,12.2425,7.5064
2021-04-24,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,21052.0,Political violence,2149.0,12.2425,7.5064
2021-05-01,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,17743.0,Political violence,2149.0,12.2425,7.5064
2021-05-08,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,61769.0,Political violence,2149.0,12.2425,7.5064
2021-05-15,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,50656.0,Political violence,2149.0,12.2425,7.5064
2021-05-22,Western Africa,Nigeria,Katsina,Battles,Armed clash,6,5,438917.0,Political violence,2149.0,12.2425,7.5064
2021-05-29,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,13,32494.0,Political violence,2149.0,12.2425,7.5064
2021-06-19,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,50656.0,Political violence,2149.0,12.2425,7.5064
2021-06-26,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,0,50206.0,Political violence,2149.0,12.2425,7.5064
2021-07-03,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,6,88779.0,Political violence,2149.0,12.2425,7.5064
2021-07-17,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,0,143112.0,Political violence,2149.0,12.2425,7.5064
2021-07-24,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,4,62492.0,Political violence,2149.0,12.2425,7.5064
2021-08-07,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,0,160449.0,Political violence,2149.0,12.2425,7.5064
2021-08-14,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,2,61769.0,Political violence,2149.0,12.2425,7.5064
2021-09-04,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,0,59632.0,Political violence,2149.0,12.2425,7.5064
2021-09-11,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,2,96607.0,Political violence,2149.0,12.2425,7.5064
2021-10-09,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,5,10639.0,Political violence,2149.0,12.2425,7.5064
2021-10-23,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,0,88779.0,Political violence,2149.0,12.2425,7.5064
2021-11-13,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,7,111336.0,Political violence,2149.0,12.2425,7.5064
2022-01-08,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,5,21353.0,Political violence,2149.0,12.2425,7.5064
2022-01-15,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,25,115038.0,Political violence,2149.0,12.2425,7.5064
2022-01-22,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,3,48357.0,Political violence,2149.0,12.2425,7.5064
2022-01-29,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,0,11666.0,Political violence,2149.0,12.2425,7.5064
2022-02-05,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,6,276489.0,Political violence,2149.0,12.2425,7.5064
2022-02-12,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,2,30894.0,Political violence,2149.0,12.2425,7.5064
2022-02-26,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,42,185314.0,Political violence,2149.0,12.2425,7.5064
2022-03-05,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,3,84833.0,Political violence,2149.0,12.2425,7.5064
2022-03-12,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,37641.0,Political violence,2149.0,12.2425,7.5064
2022-03-19,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,8,64694.0,Political violence,2149.0,12.2425,7.5064
2022-03-26,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,306271.0,Political violence,2149.0,12.2425,7.5064
2022-04-09,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,3,109925.0,Political violence,2149.0,12.2425,7.5064
2022-04-16,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,4,225123.0,Political violence,2149.0,12.2425,7.5064
2022-04-23,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,2,117031.0,Political violence,2149.0,12.2425,7.5064
2022-05-07,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,3,68846.0,Political violence,2149.0,12.2425,7.5064
2022-05-14,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,6,68004.0,Political violence,2149.0,12.2425,7.5064
2022-06-18,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,4,542156.0,Political violence,2149.0,12.2425,7.5064
2022-07-02,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,8,140423.0,Political violence,2149.0,12.2425,7.5064
2022-07-09,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,2,101440.0,Political violence,2149.0,12.2425,7.5064
2022-07-16,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,13,416213.0,Political violence,2149.0,12.2425,7.5064
2022-07-23,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,68385.0,Political violence,2149.0,12.2425,7.5064
2022-08-06,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,3,462046.0,Political violence,2149.0,12.2425,7.5064
2022-08-13,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,9,65097.0,Political violence,2149.0,12.2425,7.5064
2022-08-20,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,38960.0,Political violence,2149.0,12.2425,7.5064
2022-08-27,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,2,3947.0,Political violence,2149.0,12.2425,7.5064
2022-09-03,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,4,495306.0,Political violence,2149.0,12.2425,7.5064
2022-09-10,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,10,115398.0,Political violence,2149.0,12.2425,7.5064
2022-09-17,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,2,110935.0,Political violence,2149.0,12.2425,7.5064
2022-09-24,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,2,57818.0,Political violence,2149.0,12.2425,7.5064
2022-10-08,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,3,15979.0,Political violence,2149.0,12.2425,7.5064
2022-10-22,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,5,84014.0,Political violence,2149.0,12.2425,7.5064
2022-11-19,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,2,46373.0,Political violence,2149.0,12.2425,7.5064
2022-11-26,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,15634.0,Political violence,2149.0,12.2425,7.5064
2022-12-03,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,62418.0,Political violence,2149.0,12.2425,7.5064
2022-12-10,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,2,129760.0,Political violence,2149.0,12.2425,7.5064
2022-12-24,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,31588.0,Political violence,2149.0,12.2425,7.5064
2022-12-31,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,2,65411.0,Political violence,2149.0,12.2425,7.5064
2023-01-07,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,2,47354.0,Political violence,2149.0,12.2425,7.5064
2023-01-14,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,3,80319.0,Political violence,2149.0,12.2425,7.5064
2023-01-28,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,102,96395.0,Political violence,2149.0,12.2425,7.5064
2023-02-11,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,2,150892.0,Political violence,2149.0,12.2425,7.5064
2023-02-25,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,2,48059.0,Political violence,2149.0,12.2425,7.5064
2023-03-04,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,170254.0,Political violence,2149.0,12.2425,7.5064
2023-03-11,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,18,97550.0,Political violence,2149.0,12.2425,7.5064
2023-03-25,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,3,51000.0,Political violence,2149.0,12.2425,7.5064
2023-04-08,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,3,100677.0,Political violence,2149.0,12.2425,7.5064
2023-04-22,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,2,438460.0,Political violence,2149.0,12.2425,7.5064
2023-05-13,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,113242.0,Political violence,2149.0,12.2425,7.5064
2023-05-27,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,2,35963.0,Political violence,2149.0,12.2425,7.5064
2023-06-03,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,12768.0,Political violence,2149.0,12.2425,7.5064
2023-06-10,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,3,176907.0,Political violence,2149.0,12.2425,7.5064
2023-06-17,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,5,95413.0,Political violence,2149.0,12.2425,7.5064
2023-06-24,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,8,145502.0,Political violence,2149.0,12.2425,7.5064
2023-07-01,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,1,16468.0,Political violence,2149.0,12.2425,7.5064
2023-07-15,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,4,48059.0,Political violence,2149.0,12.2425,7.5064
2023-07-22,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,113242.0,Political violence,2149.0,12.2425,7.5064
2023-07-29,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,113242.0,Political violence,2149.0,12.2425,7.5064
2023-08-05,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,3,122213.0,Political violence,2149.0,12.2425,7.5064
2023-08-12,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,5481.0,Political violence,2149.0,12.2425,7.5064
2023-08-19,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,0,85695.0,Political violence,2149.0,12.2425,7.5064
2023-08-26,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,63665.0,Political violence,2149.0,12.2425,7.5064
2023-09-23,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,74391.0,Political violence,2149.0,12.2425,7.5064
2023-09-30,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,38260.0,Political violence,2149.0,12.2425,7.5064
2023-10-14,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,2,22069.0,Political violence,2149.0,12.2425,7.5064
2023-10-21,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,9,37902.0,Political violence,2149.0,12.2425,7.5064
2023-11-11,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,17,164142.0,Political violence,2149.0,12.2425,7.5064
2023-11-18,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,2,219734.0,Political violence,2149.0,12.2425,7.5064
2023-11-25,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,6,113804.0,Political violence,2149.0,12.2425,7.5064
2023-12-02,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,32101.0,Political violence,2149.0,12.2425,7.5064
2023-12-09,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,9,171815.0,Political violence,2149.0,12.2425,7.5064
2023-12-16,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,2,40111.0,Political violence,2149.0,12.2425,7.5064
2023-12-23,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,5,93064.0,Political violence,2149.0,12.2425,7.5064
2023-12-30,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,40,98272.0,Political violence,2149.0,12.2425,7.5064
2024-01-06,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,115583.0,Political violence,2149.0,12.2425,7.5064
2024-01-13,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,1,27932.0,Political violence,2149.0,12.2425,7.5064
2024-01-20,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,14,176553.0,Political violence,2149.0,12.2425,7.5064
2024-01-27,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,11,98232.0,Political violence,2149.0,12.2425,7.5064
2024-02-03,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,10,56354.0,Political violence,2149.0,12.2425,7.5064
2024-02-10,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,15,75621.0,Political violence,2149.0,12.2425,7.5064
2024-02-17,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,32,139377.0,Political violence,2149.0,12.2425,7.5064
2024-02-24,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,0,32243.0,Political violence,2149.0,12.2425,7.5064
2024-03-02,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,4,41676.0,Political violence,2149.0,12.2425,7.5064
2024-03-09,Western Africa,Nigeria,Katsina,Battles,Armed clash,7,9,88378.0,Political violence,2149.0,12.2425,7.5064
2024-03-16,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,0,97254.0,Political violence,2149.0,12.2425,7.5064
2024-03-23,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,9,65739.0,Political violence,2149.0,12.2425,7.5064
2024-03-30,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,10,40841.0,Political violence,2149.0,12.2425,7.5064
2024-04-06,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,10,128618.0,Political violence,2149.0,12.2425,7.5064
2024-04-13,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,63087.0,Political violence,2149.0,12.2425,7.5064
2024-04-20,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,61405.0,Political violence,2149.0,12.2425,7.5064
2024-04-27,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,21,56118.0,Political violence,2149.0,12.2425,7.5064
2024-05-04,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,40841.0,Political violence,2149.0,12.2425,7.5064
2024-05-11,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,14,93759.0,Political violence,2149.0,12.2425,7.5064
2024-05-18,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,1,25325.0,Political violence,2149.0,12.2425,7.5064
2024-05-25,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,26,114670.0,Political violence,2149.0,12.2425,7.5064
2024-06-01,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,3,30050.0,Political violence,2149.0,12.2425,7.5064
2024-06-08,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,6,72321.0,Political violence,2149.0,12.2425,7.5064
2024-06-15,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,58282.0,Political violence,2149.0,12.2425,7.5064
2024-06-29,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,5,127641.0,Political violence,2149.0,12.2425,7.5064
2024-07-06,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,10,89015.0,Political violence,2149.0,12.2425,7.5064
2024-07-13,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,4,177038.0,Political violence,2149.0,12.2425,7.5064
2024-07-20,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,20,136658.0,Political violence,2149.0,12.2425,7.5064
2024-08-03,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,4,64829.0,Political violence,2149.0,12.2425,7.5064
2024-08-10,Western Africa,Nigeria,Katsina,Battles,Armed clash,6,3,426093.0,Political violence,2149.0,12.2425,7.5064
2024-08-17,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,1,242925.0,Political violence,2149.0,12.2425,7.5064
2024-08-24,Western Africa,Nigeria,Katsina,Battles,Armed clash,7,9,171555.0,Political violence,2149.0,12.2425,7.5064
2024-08-31,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,10,86579.0,Political violence,2149.0,12.2425,7.5064
2024-09-07,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,10,8212.0,Political violence,2149.0,12.2425,7.5064
2024-09-14,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,14,76212.0,Political violence,2149.0,12.2425,7.5064
2024-09-21,Western Africa,Nigeria,Katsina,Battles,Armed clash,6,20,148942.0,Political violence,2149.0,12.2425,7.5064
2024-09-28,Western Africa,Nigeria,Katsina,Battles,Armed clash,6,33,193751.0,Political violence,2149.0,12.2425,7.5064
2024-10-05,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,2,79981.0,Political violence,2149.0,12.2425,7.5064
2024-10-12,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,6,97745.0,Political violence,2149.0,12.2425,7.5064
2024-10-19,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,8,250071.0,Political violence,2149.0,12.2425,7.5064
2024-11-02,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,21,85874.0,Political violence,2149.0,12.2425,7.5064
2024-11-09,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,27,67862.0,Political violence,2149.0,12.2425,7.5064
2024-11-16,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,53332.0,Political violence,2149.0,12.2425,7.5064
2024-11-23,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,14,104395.0,Political violence,2149.0,12.2425,7.5064
2024-11-30,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,0,84851.0,Political violence,2149.0,12.2425,7.5064
2024-12-07,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,0,58307.0,Political violence,2149.0,12.2425,7.5064
2024-12-14,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,33,118040.0,Political violence,2149.0,12.2425,7.5064
2024-12-21,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,4,51415.0,Political violence,2149.0,12.2425,7.5064
2024-12-28,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,0,175065.0,Political violence,2149.0,12.2425,7.5064
2025-01-04,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,123,123391.0,Political violence,2149.0,12.2425,7.5064
2025-01-11,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,26,244116.0,Political violence,2149.0,12.2425,7.5064
2025-01-18,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,7,43330.0,Political violence,2149.0,12.2425,7.5064
2025-01-25,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,79343.0,Political violence,2149.0,12.2425,7.5064
2025-02-01,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,11,61780.0,Political violence,2149.0,12.2425,7.5064
2025-02-08,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,0,36109.0,Political violence,2149.0,12.2425,7.5064
2025-02-15,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,17,155386.0,Political violence,2149.0,12.2425,7.5064
2025-02-22,Western Africa,Nigeria,Katsina,Battles,Armed clash,7,12,165392.0,Political violence,2149.0,12.2425,7.5064
2025-03-01,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,11,90869.0,Political violence,2149.0,12.2425,7.5064
2025-03-08,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,10,138111.0,Political violence,2149.0,12.2425,7.5064
2025-03-15,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,26,56899.0,Political violence,2149.0,12.2425,7.5064
2025-03-22,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,1,84546.0,Political violence,2149.0,12.2425,7.5064
2025-03-29,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,31933.0,Political violence,2149.0,12.2425,7.5064
2025-04-05,Western Africa,Nigeria,Katsina,Battles,Armed clash,18,114,354553.0,Political violence,2149.0,12.2425,7.5064
2025-04-12,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,13,100167.0,Political violence,2149.0,12.2425,7.5064
2025-04-19,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,11,19337.0,Political violence,2149.0,12.2425,7.5064
2025-04-26,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,5,119443.0,Political violence,2149.0,12.2425,7.5064
2025-05-03,Western Africa,Nigeria,Katsina,Battles,Armed clash,8,7,530464.0,Political violence,2149.0,12.2425,7.5064
2025-05-10,Western Africa,Nigeria,Katsina,Battles,Armed clash,6,2,123747.0,Political violence,2149.0,12.2425,7.5064
2025-05-17,Western Africa,Nigeria,Katsina,Battles,Armed clash,7,22,46687.0,Political violence,2149.0,12.2425,7.5064
2025-05-24,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,6,67417.0,Political violence,2149.0,12.2425,7.5064
2025-05-31,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,30498.0,Political violence,2149.0,12.2425,7.5064
2025-06-07,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,0,29390.0,Political violence,2149.0,12.2425,7.5064
2025-06-14,Western Africa,Nigeria,Katsina,Battles,Armed clash,7,39,175693.0,Political violence,2149.0,12.2425,7.5064
2025-06-21,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,66965.0,Political violence,2149.0,12.2425,7.5064
2025-06-28,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,0,54286.0,Political violence,2149.0,12.2425,7.5064
2025-07-05,Western Africa,Nigeria,Katsina,Battles,Armed clash,6,39,37428.0,Political violence,2149.0,12.2425,7.5064
2025-07-12,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,0,52913.0,Political violence,2149.0,12.2425,7.5064
2025-07-19,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,13,17595.0,Political violence,2149.0,12.2425,7.5064
2025-07-26,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,3,148747.0,Political violence,2149.0,12.2425,7.5064
2025-08-02,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,4,95559.0,Political violence,2149.0,12.2425,7.5064
2025-08-09,Western Africa,Nigeria,Katsina,Battles,Armed clash,4,1,170544.0,Political violence,2149.0,12.2425,7.5064
2025-08-16,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,21,158615.0,Political violence,2149.0,12.2425,7.5064
2025-08-23,Western Africa,Nigeria,Katsina,Battles,Armed clash,8,6,409056.0,Political violence,2149.0,12.2425,7.5064
2025-08-30,Western Africa,Nigeria,Katsina,Battles,Armed clash,12,25,314383.0,Political violence,2149.0,12.2425,7.5064
2025-09-06,Western Africa,Nigeria,Katsina,Battles,Armed clash,11,39,259456.0,Political violence,2149.0,12.2425,7.5064
2025-09-13,Western Africa,Nigeria,Katsina,Battles,Armed clash,14,24,226242.0,Political violence,2149.0,12.2425,7.5064
2025-09-20,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,0,59468.0,Political violence,2149.0,12.2425,7.5064
2025-09-27,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,7,31706.0,Political violence,2149.0,12.2425,7.5064
2025-10-04,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,9,45813.0,Political violence,2149.0,12.2425,7.5064
2025-10-11,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,24,34454.0,Political violence,2149.0,12.2425,7.5064
2025-10-18,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,1,17465.0,Political violence,2149.0,12.2425,7.5064
2025-10-25,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,2,80889.0,Political violence,2149.0,12.2425,7.5064
2025-11-01,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,11841.0,Political violence,2149.0,12.2425,7.5064
2025-11-08,Western Africa,Nigeria,Katsina,Battles,Armed clash,6,16,104508.0,Political violence,2149.0,12.2425,7.5064
2025-11-15,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,6357.0,Political violence,2149.0,12.2425,7.5064
2025-11-22,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,10,,Political violence,2149.0,12.2425,7.5064
2025-11-29,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,0,,Political violence,2149.0,12.2425,7.5064
2025-12-20,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,2,47041.0,Political violence,2149.0,12.2425,7.5064
2025-12-27,Western Africa,Nigeria,Katsina,Battles,Armed clash,6,8,583222.0,Political violence,2149.0,12.2425,7.5064
2026-01-10,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,57906.0,Political violence,2149.0,12.2425,7.5064
2026-01-17,Western Africa,Nigeria,Katsina,Battles,Armed clash,1,0,57906.0,Political violence,2149.0,12.2425,7.5064
2026-01-24,Western Africa,Nigeria,Katsina,Battles,Armed clash,6,17,181401.0,Political violence,2149.0,12.2425,7.5064
2026-01-31,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,1,78294.0,Political violence,2149.0,12.2425,7.5064
2026-02-07,Western Africa,Nigeria,Katsina,Battles,Armed clash,6,9,123607.0,Political violence,2149.0,12.2425,7.5064
2026-02-14,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,5,141288.0,Political violence,2149.0,12.2425,7.5064
2026-02-21,Western Africa,Nigeria,Katsina,Battles,Armed clash,2,4,19687.0,Political violence,2149.0,12.2425,7.5064
2026-02-28,Western Africa,Nigeria,Katsina,Battles,Armed clash,5,58,148651.0,Political violence,2149.0,12.2425,7.5064
2026-03-07,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,7,120050.0,Political violence,2149.0,12.2425,7.5064
2026-03-14,Western Africa,Nigeria,Katsina,Battles,Armed clash,8,11,116069.0,Political violence,2149.0,12.2425,7.5064
2026-03-21,Western Africa,Nigeria,Katsina,Battles,Armed clash,3,1,,Political violence,2149.0,12.2425,7.5064
2022-09-03,Western Africa,Nigeria,Katsina,Battles,Government regains territory,1,1,40993.0,Political violence,2149.0,12.2425,7.5064
2019-02-02,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,1,10,66780.0,Political violence,2149.0,12.2425,7.5064
2020-05-09,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,1,27,12110.0,Political violence,2149.0,12.2425,7.5064
2020-05-16,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,7,117,77619.0,Political violence,2149.0,12.2425,7.5064
2020-05-23,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,1,50,52240.0,Political violence,2149.0,12.2425,7.5064
2020-05-30,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,1,4,3471.0,Political violence,2149.0,12.2425,7.5064
2020-06-13,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,1,3,3435.0,Political violence,2149.0,12.2425,7.5064
2020-06-20,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,2,6,483674.0,Political violence,2149.0,12.2425,7.5064
2020-10-03,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,1,20,18232.0,Political violence,2149.0,12.2425,7.5064
2020-10-10,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,1,3,480239.0,Political violence,2149.0,12.2425,7.5064
2020-11-14,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,1,17,5337.0,Political violence,2149.0,12.2425,7.5064
2020-11-21,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,2,104,8772.0,Political violence,2149.0,12.2425,7.5064
2020-12-19,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,2,38,26819.0,Political violence,2149.0,12.2425,7.5064
2021-08-28,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,1,11,50657.0,Political violence,2149.0,12.2425,7.5064
2021-09-18,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,1,26,17990.0,Political violence,2149.0,12.2425,7.5064
2022-01-29,Western Africa,Nigeria,Katsina,Explosions/Remote violence,Air/drone strike,4,98,61351.0,Political violence,2149.0,12.2425,7.5064
